crm,rg,data,hora
5600,46705677,2024-07-24,01:12:32
5117,24667626,2024-06-27,00:31:39
5452,26549520,2024-10-22,04:59:20
2628,64373103,2024-10-28,03:22:59
1818,52241025,2024-06-20,18:51:34
4883,22408110,2024-07-12,04:27:39
1805,72544812,2024-12-07,16:00:31
5933,70873485,2024-05-28,16:17:20
3699,59616309,2024-12-09,11:17:09
5469,97873458,2024-08-25,04:41:18
4553,94470198,2024-02-23,23:52:07
5295,78669126,2024-07-01,07:14:05
5687,35740653,2024-02-16,07:37:57
5850,44989284,2024-07-28,18:49:36
1479,47457036,2024-07-17,22:36:26
5421,25892178,2024-10-30,21:55:29
1196,64199832,2024-12-10,09:52:43
4160,56407299,2024-09-01,19:38:10
2174,95613165,2024-11-16,21:33:09
5955,43468695,2024-04-10,13:00:18
1650,26892177,2024-04-18,21:14:23
3671,56296965,2024-11-22,20:22:22
3360,29453946,2024-01-21,03:02:51
4256,55330377,2024-05-23,12:19:32
5586,40057665,2024-03-18,06:30:35
2564,73559574,2024-03-29,23:40:18
4988,70751496,2024-09-01,06:56:06
2737,28635765,2024-10-16,02:49:57
5735,30352158,2024-10-19,19:12:49
5945,65011020,2024-02-02,22:07:48
3278,40664502,2024-12-31,18:31:18
5169,26771742,2024-01-13,23:21:44
3537,87509832,2024-10-08,18:54:25
5117,62543268,2024-04-25,20:32:08
5315,66242565,2024-01-04,23:47:23
3794,66795789,2024-06-16,07:05:25
4542,30810588,2024-02-28,16:34:36
1778,65731299,2024-02-28,11:08:53
2064,96266622,2024-02-20,00:50:16
5903,81743715,2024-04-10,20:20:16
4403,71788791,2024-07-17,23:43:49
2135,47711892,2024-06-26,19:10:32
5254,34059225,2024-06-19,03:19:21
1043,90191259,2024-02-04,18:16:28
5263,55884378,2024-10-22,13:27:28
5524,38630316,2024-10-27,12:26:16
4935,37693254,2024-05-21,11:58:20
4239,61401855,2024-07-15,22:19:53
4192,91020318,2024-11-06,20:59:26
2546,76840068,2024-07-02,20:03:22
2545,30004839,2024-07-25,01:11:10
3637,53112819,2024-08-26,22:05:50
3940,67576674,2024-09-23,20:58:20
5993,90840831,2024-11-30,07:32:21
2227,39115941,2024-08-10,00:14:53
5249,96146187,2024-08-23,18:18:14
2288,25204533,2024-06-19,04:41:40
1336,75861825,2024-05-30,04:30:40
4515,44690916,2024-03-17,21:45:47
5981,95933289,2024-09-02,08:19:37
3466,95099568,2024-05-03,17:49:42
3405,86338116,2024-04-05,01:07:23
2461,80227788,2024-09-27,20:58:42
4146,41095737,2024-06-18,07:53:18
2727,86791107,2024-01-25,23:32:40
3088,46704123,2024-04-17,11:22:20
2788,80432139,2024-12-27,03:23:37
1704,93028863,2024-08-10,05:41:49
3140,60793464,2024-01-30,07:48:05
1846,81130662,2024-03-06,13:45:05
3560,36691701,2024-02-13,04:52:17
1672,32667618,2024-11-07,21:05:38
2202,75876588,2024-08-11,17:19:14
2296,24321861,2024-12-26,07:49:02
4404,95059164,2024-08-14,21:24:04
3114,80049078,2024-02-03,04:59:34
3298,44407311,2024-05-30,23:23:27
3512,65375433,2024-10-27,18:44:36
5322,49558044,2024-03-22,04:37:15
2146,86704083,2024-12-16,13:25:10
2490,28478034,2024-09-11,13:40:12
1421,42655953,2024-08-17,22:04:14
2289,74346675,2024-03-12,03:20:53
3399,40972971,2024-01-28,02:12:29
1744,28798935,2024-04-25,21:15:34
5331,42012597,2024-03-06,11:10:37
5817,83488080,2024-05-22,07:34:13
1762,55097277,2024-12-20,04:59:19
5775,77969049,2024-06-20,20:12:05
3938,29948118,2024-08-22,15:09:33
5746,80533149,2024-11-07,18:54:26
3393,75574335,2024-05-27,00:39:02
4628,97756908,2024-02-24,18:54:46
2734,37586805,2024-04-25,07:14:25
3694,29214630,2024-11-04,15:01:09
1505,77826081,2024-12-30,20:07:59
4764,72877368,2024-06-04,17:06:00
4931,64031223,2024-12-05,16:30:14
1863,37498227,2024-04-08,13:30:02
1268,68126013,2024-12-04,10:39:05
3079,72240228,2024-09-14,17:41:08
4186,62683905,2024-10-05,20:48:06
1676,87733608,2024-09-20,07:52:49
1196,34823016,2024-04-18,01:55:31
3147,86714184,2024-05-06,16:16:42
2801,87188931,2024-07-25,00:51:56
3781,40797369,2024-04-10,14:15:29
5757,63389421,2024-11-05,09:01:43
3058,86793438,2024-07-01,02:34:36
4339,61365336,2024-07-30,07:53:20
3239,87691650,2024-05-28,16:19:02
3598,24508341,2024-12-10,14:33:01
3688,69791124,2024-09-09,15:50:16
2641,29037474,2024-10-02,14:55:13
1701,43094958,2024-10-17,13:49:05
1501,42157119,2024-08-06,16:22:58
3086,43706457,2024-01-30,02:36:05
5409,67050645,2024-02-19,11:58:23
2826,69868824,2024-01-20,10:09:52
1519,63857952,2024-03-03,03:57:03
5051,32328846,2024-03-18,19:54:16
3093,35429076,2024-10-23,05:27:25
2017,34415091,2024-01-31,15:16:06
1058,86085591,2024-12-23,19:49:02
2231,67842408,2024-10-04,18:51:44
4590,41258907,2024-02-20,20:14:38
2049,49336599,2024-08-20,15:35:25
4814,53664489,2024-09-25,20:23:54
5647,68080170,2024-09-21,22:45:45
3017,46800471,2024-10-22,22:22:54
4842,37414311,2024-01-29,10:19:54
3601,66238680,2024-09-27,13:44:20
3337,84073161,2024-07-09,15:54:27
4917,22824582,2024-05-14,17:26:45
5751,60872718,2024-09-17,17:56:50
2308,67825314,2024-01-21,14:56:25
1020,39430626,2024-03-10,07:44:54
3934,41885169,2024-11-05,11:18:50
4348,46355250,2024-01-11,13:08:37
3662,31306314,2024-08-14,00:56:32
4287,51685470,2024-10-19,05:27:56
5380,35104290,2024-04-16,23:05:19
3826,65934873,2024-10-29,00:37:49
1685,88509831,2024-04-30,22:38:10
3246,56448480,2024-07-01,11:31:32
5600,23718909,2024-06-01,19:12:15
1250,61448475,2024-03-29,08:36:06
2624,61196727,2024-08-18,19:14:49
3337,29423643,2024-04-26,15:25:41
3850,60282198,2024-06-21,15:26:51
1626,62418948,2024-11-19,11:25:56
1172,57426723,2024-07-29,14:50:18
3153,96969030,2024-12-28,21:42:38
5997,54096501,2024-08-27,23:24:30
4479,38366913,2024-10-07,09:11:34
1941,91875018,2024-11-06,01:17:41
3984,78550245,2024-04-30,07:50:20
2725,91862586,2024-03-23,19:01:41
5571,55565031,2024-04-01,12:16:15
2062,21758538,2024-06-16,00:04:20
2562,91164063,2024-06-29,00:37:27
3479,54298521,2024-04-15,16:29:38
1475,34984632,2024-01-16,12:15:56
5240,91660566,2024-05-02,04:45:09
1380,86840835,2024-10-07,06:15:32
5326,29997846,2024-05-03,11:31:42
2115,49703343,2024-10-13,11:33:37
3343,27315642,2024-11-15,04:38:38
3256,88514493,2024-05-01,05:01:55
3939,79940298,2024-09-29,04:12:56
5496,94988457,2024-03-01,04:51:02
3024,75222354,2024-05-02,09:06:23
4253,56254230,2024-07-22,23:26:11
2516,70522281,2024-11-27,16:18:46
5652,33617112,2024-07-26,22:12:00
4546,87769350,2024-07-15,12:26:50
4549,96788766,2024-06-04,08:51:45
2448,52192851,2024-01-27,01:46:52
5745,68267427,2024-07-15,15:04:18
5805,77647371,2024-11-15,13:56:54
1825,31327293,2024-01-26,07:42:22
4664,91055283,2024-12-14,03:47:00
1460,22502127,2024-10-22,22:15:26
2110,76686222,2024-01-24,05:38:51
2034,33201417,2024-11-22,10:14:10
4393,62557254,2024-09-20,22:31:53
1225,42987732,2024-07-18,00:39:42
3918,54002484,2024-09-11,22:37:48
2339,32253477,2024-08-24,02:09:37
3748,28919370,2024-12-16,20:20:23
3242,63681573,2024-10-19,06:55:04
4382,25781844,2024-11-13,12:47:45
3691,21941910,2024-10-27,07:56:16
1802,66092604,2024-06-03,10:40:28
2822,97752246,2024-05-29,00:53:56
2862,25954338,2024-06-07,02:39:40
2078,87003228,2024-02-02,22:50:44
4126,80700981,2024-01-20,21:45:22
5367,49504431,2024-08-29,10:27:50
5098,85901442,2024-12-25,00:32:20
3354,72234789,2024-01-12,22:26:46
4316,62432934,2024-07-27,07:22:06
2300,54749181,2024-10-27,16:04:29
2858,45583689,2024-08-15,15:58:40
5991,49374672,2024-01-30,10:53:21
1968,45900705,2024-08-03,03:29:31
2803,70944969,2024-06-04,02:50:43
5107,68025780,2024-01-08,01:23:14
3248,28833900,2024-11-22,00:39:40
1330,84465546,2024-07-12,07:53:27
1370,50115153,2024-03-29,14:19:29
1737,96025752,2024-01-16,16:16:21
5162,98000109,2024-12-03,21:14:06
3054,75872703,2024-11-25,05:40:07
3300,53744520,2024-11-03,13:24:28
3635,94139973,2024-10-11,17:01:56
3690,63095715,2024-07-09,20:45:26
4730,23843229,2024-09-25,00:11:40
3853,36772509,2024-12-19,17:21:48
5678,50085627,2024-05-27,21:13:46
4526,36535524,2024-12-02,19:45:52
4719,82857156,2024-08-28,06:43:13
4822,73247220,2024-11-07,14:33:21
3607,56784921,2024-10-19,08:25:32
2325,90540132,2024-11-23,04:37:40
5935,95351316,2024-02-24,13:36:56
5843,85885125,2024-03-14,06:40:53
1916,53339703,2024-08-28,12:16:53
2085,77085600,2024-02-07,08:28:54
3445,54032787,2024-04-23,20:44:59
5777,67641942,2024-01-28,07:42:49
2909,77371536,2024-08-15,11:42:21
2768,72016452,2024-03-30,00:32:47
1793,49205286,2024-11-09,21:01:22
2937,42533187,2024-11-07,21:10:30
3548,64521510,2024-09-29,18:55:55
3653,59683131,2024-09-24,03:15:38
4204,64819101,2024-03-30,15:00:27
2428,33945783,2024-02-03,06:03:36
4387,36845547,2024-08-31,13:19:37
5887,96199800,2024-10-31,07:41:06
4282,36645858,2024-10-11,11:03:27
5146,66789573,2024-11-28,00:28:05
2238,37176549,2024-10-07,05:40:24
4890,77742165,2024-03-05,17:27:11
5000,55443042,2024-10-02,01:54:13
1916,38666835,2024-06-24,20:19:42
4532,86761581,2024-04-21,23:12:27
3940,40885947,2024-09-13,12:38:40
5702,49464027,2024-08-02,17:53:57
4994,89739045,2024-12-22,05:44:26
5145,42811353,2024-09-09,19:39:20
5434,36492789,2024-01-14,04:24:08
1425,89725836,2024-06-18,19:24:01
1964,49234035,2024-04-30,05:54:02
3282,38844768,2024-05-25,21:28:45
1016,28797381,2024-07-17,14:46:28
2779,24246492,2024-02-13,04:18:03
3631,89626380,2024-09-08,12:47:06
1737,42157119,2024-01-31,11:28:18
3505,97966698,2024-09-02,11:02:04
1338,62513742,2024-01-08,14:01:05
2506,85303929,2024-09-20,02:04:56
3014,39741426,2024-08-26,13:55:34
3817,31343610,2024-09-23,16:40:15
3732,56081736,2024-12-28,02:36:11
3456,20360715,2024-05-16,09:16:31
1643,80835402,2024-05-14,16:15:32
4750,29716572,2024-11-30,02:42:13
4171,43961313,2024-05-13,21:32:45
5552,61829982,2024-01-07,05:04:43
5934,21441522,2024-03-05,08:34:06
2329,36584475,2024-07-07,12:28:50
1726,80060733,2024-04-28,18:23:12
2535,54842421,2024-02-20,23:37:20
3749,77209143,2024-04-04,21:09:53
2758,70240230,2024-12-23,13:30:30
5625,64277532,2024-01-09,05:07:33
3191,90975252,2024-03-15,06:27:30
5637,51142347,2024-07-20,14:45:10
4964,91594521,2024-04-05,11:54:05
4928,61864170,2024-12-05,19:39:42
5920,26931804,2024-04-05,20:45:23
3578,80923203,2024-06-17,10:28:22
4320,97178043,2024-01-06,16:27:30
5395,72594540,2024-04-27,18:02:02
4557,37147023,2024-09-09,07:51:34
2028,35487351,2024-10-25,06:42:54
3952,20610132,2024-06-03,04:41:29
3708,94014099,2024-04-17,03:19:12
1637,80068503,2024-03-30,03:50:45
1138,33339723,2024-08-14,14:08:57
2564,91099572,2024-04-07,05:00:01
4529,75149316,2024-11-10,11:13:25
1302,50317950,2024-06-20,18:35:34
4181,68913891,2024-08-19,03:30:10
2993,88945728,2024-12-10,09:50:06
4654,74544033,2024-12-01,01:21:24
4532,30444621,2024-07-29,07:03:53
2265,90236325,2024-05-30,20:39:06
4239,35537856,2024-09-04,04:07:03
4741,27571275,2024-02-16,08:01:22
1889,74822976,2024-12-17,01:21:15
3585,96984570,2024-02-07,19:29:37
4944,44440722,2024-12-10,14:43:48
5955,53253456,2024-04-07,23:45:44
4608,20327304,2024-07-25,12:45:11
2102,74011788,2024-07-02,03:19:37
1542,62964402,2024-07-05,09:41:10
5327,23940354,2024-03-21,22:42:31
2534,50018805,2024-08-23,09:05:23
2157,23175009,2024-11-02,17:45:38
5668,78159414,2024-09-22,13:14:37
4022,74174958,2024-04-30,04:30:32
3435,95337330,2024-04-10,11:02:03
5420,35572821,2024-03-26,02:53:41
4852,76227792,2024-08-28,02:19:11
3135,51469464,2024-06-28,02:20:27
4438,41293872,2024-04-14,22:46:14
5729,42255798,2024-06-22,07:36:31
3586,61168755,2024-01-14,23:23:30
3337,80558013,2024-11-14,09:15:02
3083,20328081,2024-10-12,06:12:47
2964,96560328,2024-06-07,02:11:27
1634,85667565,2024-03-01,20:02:22
3619,50468688,2024-09-09,01:18:13
1362,81647367,2024-05-26,05:37:50
3363,86073936,2024-06-30,20:23:57
2871,42347484,2024-02-10,05:15:49
1545,33990072,2024-12-05,04:47:04
5141,65828424,2024-11-16,11:26:32
3856,87700197,2024-03-23,01:36:11
1510,53608545,2024-09-14,17:25:50
1062,27776403,2024-04-20,07:42:07
1003,90492735,2024-12-16,03:13:31
1503,95473305,2024-04-30,03:09:03
3556,21725127,2024-03-21,12:14:11
4613,97634142,2024-02-12,05:32:18
3708,53427504,2024-02-24,12:29:59
5575,86726616,2024-07-11,14:25:30
4401,80364540,2024-10-13,00:39:36
2508,57737523,2024-12-31,13:41:33
5530,81482643,2024-05-07,08:17:45
1668,51292308,2024-09-06,09:14:06
4935,34090305,2024-01-06,18:01:45
2858,60089502,2024-10-20,13:01:24
2123,40137696,2024-11-14,23:42:16
2967,25474929,2024-02-04,18:46:23
4243,93338886,2024-10-08,12:57:26
5470,54782592,2024-12-29,10:25:30
3647,52774824,2024-08-14,12:45:28
1619,45434505,2024-09-18,22:37:26
2872,69409617,2024-06-16,12:02:33
2624,23377029,2024-04-17,17:03:18
1243,50035122,2024-01-06,14:35:57
1058,21021942,2024-02-10,19:01:56
4602,55737525,2024-04-07,10:56:22
4686,42512985,2024-12-27,02:39:48
3204,56417400,2024-07-20,06:47:54
2132,28109736,2024-05-10,11:17:11
2926,82373085,2024-01-13,14:15:47
4328,74342013,2024-02-24,18:48:17
3005,35100405,2024-11-02,17:04:20
2599,37316409,2024-04-12,14:07:05
1601,65509854,2024-10-28,15:09:20
2237,62168754,2024-08-12,19:08:53
5246,78899118,2024-03-02,08:00:44
2313,83885127,2024-05-10,12:11:36
4354,65256552,2024-11-06,03:43:15
1434,80108130,2024-12-18,00:34:42
1611,67612416,2024-12-23,10:37:00
4442,57828432,2024-01-18,11:33:41
1183,38554170,2024-10-30,07:35:45
4714,36793488,2024-01-15,14:35:56
1374,78340455,2024-03-12,19:05:15
5566,34475697,2024-09-21,05:44:36
3992,34943451,2024-10-23,18:11:05
2361,83948064,2024-04-26,05:51:47
3659,51557265,2024-09-17,04:14:44
4184,46740642,2024-12-15,23:59:22
2484,62470230,2024-04-17,05:00:03
4127,69244893,2024-10-09,02:52:15
5367,36060777,2024-04-09,06:47:24
2755,56531619,2024-09-20,01:08:13
1600,79389405,2024-12-10,07:26:52
5757,96110445,2024-09-17,22:05:45
2784,48021915,2024-01-27,00:03:30
3791,50207616,2024-11-27,00:55:37
4449,53636517,2024-07-20,06:17:18
1590,51834654,2024-12-22,07:07:15
1029,62268210,2024-01-31,17:53:05
2969,42168774,2024-04-21,19:14:38
5427,75185835,2024-08-14,04:49:38
4810,25642761,2024-10-30,19:00:19
2930,66062301,2024-12-13,11:35:53
4916,69802002,2024-12-17,05:18:26
2160,35405766,2024-05-20,21:04:35
2289,90962043,2024-07-28,16:55:40
2595,61592997,2024-01-31,14:27:37
2265,41312520,2024-07-30,15:21:06
4924,67424382,2024-01-16,16:21:51
3838,63993927,2024-07-04,06:24:19
2311,66304725,2024-05-04,06:44:36
1708,37689369,2024-02-10,05:35:06
2492,41004051,2024-06-07,05:29:40
2405,40557276,2024-12-17,07:42:55
1798,29629548,2024-07-05,22:58:59
2236,27435300,2024-04-18,01:32:22
4655,30771738,2024-10-01,09:26:24
1086,41866521,2024-05-22,18:20:39
3449,97464756,2024-11-18,04:40:00
1202,88924749,2024-01-06,05:19:36
2735,55949646,2024-03-22,04:11:57
3149,34253475,2024-10-28,09:18:50
1859,77383968,2024-06-01,08:55:40
2764,46147014,2024-05-12,23:32:46
1404,74535486,2024-03-21,00:04:41
3708,45752298,2024-04-18,01:00:16
3746,82770132,2024-07-23,00:28:10
3960,81055293,2024-03-08,15:22:04
1710,61763937,2024-07-05,03:56:18
2515,71474106,2024-01-28,00:39:44
1650,79460889,2024-01-04,18:58:26
2722,42030468,2024-01-31,06:18:12
1285,56173422,2024-09-17,03:50:55
1366,69225468,2024-02-18,10:13:48
1115,62942646,2024-09-16,04:32:45
4878,37931793,2024-12-30,17:39:47
4135,53103495,2024-12-26,18:07:57
5237,76460115,2024-05-17,19:57:09
2742,87883569,2024-03-12,19:22:34
1551,89045961,2024-08-22,14:23:14
4143,38732880,2024-02-08,20:53:40
1646,32064666,2024-06-04,10:13:51
1333,37719672,2024-06-06,13:43:24
4929,65666031,2024-11-21,12:10:22
1698,24357603,2024-05-20,15:21:21
2203,54179640,2024-06-10,23:14:05
4833,93381621,2024-09-19,17:49:54
4543,48624090,2024-11-15,22:01:04
4018,67930209,2024-07-15,00:38:51
4135,41317182,2024-01-12,18:57:00
3065,51038229,2024-06-01,06:02:49
3759,28281453,2024-12-25,12:45:18
5234,76358328,2024-04-13,13:25:41
3637,80931750,2024-09-06,16:36:04
3050,97638027,2024-09-17,12:02:38
1378,57786474,2024-04-21,19:54:24
3911,71474106,2024-12-26,22:50:50
3772,74593761,2024-12-08,11:48:14
3955,38662950,2024-11-27,06:07:34
5930,96484959,2024-05-18,21:24:59
2128,90188928,2024-04-23,14:42:29
1133,87971370,2024-08-20,08:43:54
5843,67759269,2024-02-12,23:11:17
2901,82164072,2024-08-10,11:39:41
4928,50037453,2024-09-30,10:39:13
1344,72802776,2024-07-03,22:02:42
2598,80211471,2024-06-25,00:30:45
2919,62383983,2024-07-20,20:29:33
3767,48798138,2024-07-18,12:30:17
5486,29420535,2024-11-01,19:04:20
4938,93374628,2024-03-18,15:23:22
4359,89998563,2024-08-08,07:53:52
4963,74869596,2024-02-23,19:23:30
2823,67232463,2024-04-10,02:01:31
2414,25673064,2024-04-15,08:46:04
5784,74688555,2024-04-14,03:26:34
5882,61519182,2024-03-20,06:43:59
2505,81912324,2024-07-31,23:01:49
4154,93036633,2024-10-05,13:04:56
5157,51021912,2024-01-20,00:19:49
1555,80529264,2024-12-30,10:50:26
2512,23279127,2024-06-09,08:39:18
5143,74760039,2024-01-17,20:21:29
2897,38843991,2024-02-15,20:18:40
3908,89240211,2024-06-26,15:44:04
5473,54919344,2024-07-06,04:39:16
3836,42792705,2024-03-05,04:26:49
1408,50857965,2024-11-06,09:36:31
3917,82673784,2024-04-06,23:24:00
2559,28861095,2024-09-15,03:18:22
1279,74772471,2024-07-23,20:57:07
1760,87622497,2024-09-29,19:58:33
1484,21415104,2024-10-25,12:00:38
1676,55975287,2024-07-31,02:26:51
1173,66697110,2024-03-13,09:36:32
2542,54738303,2024-04-05,05:27:03
5608,36722004,2024-05-08,16:25:45
5245,93219228,2024-04-04,23:45:40
5361,60604653,2024-08-26,15:37:51
1424,52439160,2024-05-02,03:55:21
5320,89602293,2024-05-01,13:36:52
3861,52927116,2024-02-27,12:52:11
4267,41821455,2024-04-11,00:15:26
4823,23921706,2024-11-09,22:26:46
5378,96929403,2024-12-24,12:07:39
5457,86728170,2024-08-23,02:01:29
1990,43046007,2024-06-08,19:24:09
5211,27749985,2024-04-28,00:37:27
3942,78811317,2024-02-13,21:05:43
4057,87231666,2024-11-26,00:45:46
2786,62518404,2024-08-03,00:40:45
4251,36379347,2024-07-02,00:22:21
3200,55156329,2024-01-05,03:54:07
2760,68396409,2024-03-18,07:04:04
3344,67976052,2024-07-18,04:50:27
2972,51481896,2024-05-20,07:51:10
4776,91095687,2024-12-13,12:04:03
4807,61433712,2024-12-21,05:53:17
5196,95814408,2024-02-25,00:56:23
2908,55457028,2024-07-11,00:46:08
3520,74113575,2024-11-09,10:26:56
3663,54751512,2024-01-01,20:03:42
4433,57895254,2024-04-22,10:04:34
2786,37867302,2024-10-08,06:39:28
5551,33871191,2024-05-03,11:39:51
4413,48929451,2024-12-26,15:39:11
5779,32227836,2024-06-25,07:44:45
2977,45503658,2024-08-17,05:08:11
1571,48433725,2024-04-05,01:07:17
2716,29489688,2024-09-12,23:48:10
2174,51050661,2024-10-21,14:06:49
2333,81169512,2024-04-13,06:38:18
5843,85735941,2024-06-16,14:08:49
2767,41680818,2024-12-14,22:07:17
5334,23280681,2024-04-09,03:48:34
5657,32930244,2024-04-13,00:42:16
4038,40774059,2024-04-03,20:56:09
3306,75285291,2024-03-03,17:49:09
4943,68084055,2024-03-02,12:45:58
4711,30054567,2024-01-07,23:39:34
5719,85958940,2024-04-01,11:18:32
3735,71345124,2024-10-12,03:23:19
2060,64528503,2024-06-07,02:47:25
4718,20668407,2024-04-23,02:39:14
4154,77394069,2024-02-18,13:32:03
1152,53446152,2024-04-28,00:00:20
3484,55704114,2024-09-07,21:53:12
4575,38327286,2024-07-12,09:45:07
4020,35223171,2024-11-05,20:03:07
2985,30637317,2024-04-30,17:30:56
2985,57123693,2024-09-20,19:40:26
4112,81684663,2024-07-15,18:52:52
3195,43096512,2024-01-11,23:14:09
4899,88913871,2024-10-28,16:12:05
4889,50014920,2024-06-07,01:01:56
2260,40722000,2024-03-30,19:36:19
4805,30135375,2024-01-17,11:04:36
2858,42257352,2024-03-14,03:47:13
5491,83454669,2024-07-16,01:11:18
2475,81677670,2024-07-24,02:12:40
2878,35465595,2024-12-31,06:03:36
5137,74012565,2024-06-26,09:35:24
1268,41023476,2024-02-12,13:47:43
4790,27836232,2024-03-02,18:00:13
1285,42011043,2024-06-04,02:44:38
1952,41519202,2024-08-13,03:04:08
4789,91370745,2024-09-18,01:01:49
3406,90631818,2024-09-07,06:26:14
1224,74174181,2024-08-30,20:12:44
2054,56335038,2024-04-09,04:22:59
1088,51432168,2024-08-26,21:31:58
1990,32872746,2024-12-07,00:12:24
5582,96715728,2024-03-22,09:57:40
3629,94091799,2024-05-22,02:31:33
5998,41662947,2024-01-11,15:23:07
5060,25213080,2024-07-03,06:45:38
4222,96171051,2024-04-27,16:33:55
2345,77129889,2024-04-18,12:43:42
1774,59976837,2024-05-11,12:40:35
3436,66255774,2024-08-30,02:41:39
1641,48324168,2024-06-24,08:12:20
3376,55774044,2024-08-18,09:34:32
5573,45526191,2024-04-11,00:23:57
5757,29533977,2024-09-14,03:15:01
3814,65581338,2024-05-01,07:50:58
1727,92672220,2024-11-06,04:17:20
4909,32545629,2024-06-24,01:08:55
5425,77279073,2024-05-08,06:24:47
3562,97876566,2024-02-05,12:21:03
1131,24505233,2024-02-11,10:04:53
3318,91729719,2024-03-26,17:07:35
5938,86295381,2024-07-10,10:22:58
2152,58238688,2024-10-27,10:26:02
4103,51511422,2024-06-05,19:59:53
5101,47519973,2024-03-28,16:52:24
3321,49157889,2024-12-04,02:29:35
5364,35911593,2024-02-18,21:02:03
3552,78542475,2024-07-09,13:03:21
3024,92165616,2024-07-05,09:45:22
3154,82272075,2024-11-28,01:45:39
3995,80016444,2024-07-15,17:23:29
4534,84444567,2024-09-19,22:30:05
1307,87553344,2024-08-31,04:25:42
3886,31590696,2024-05-24,00:42:51
1209,87283725,2024-07-22,05:28:16
3678,92157069,2024-10-14,17:10:11
4863,59819106,2024-09-14,22:27:07
3779,38617107,2024-02-02,15:45:09
1063,25673841,2024-01-01,02:23:49
4855,39321069,2024-06-24,07:43:37
4312,76954287,2024-05-12,05:49:30
2156,78883578,2024-02-08,17:18:04
4393,54854853,2024-02-01,10:05:01
3180,28378578,2024-03-15,20:47:40
4155,69725856,2024-11-18,19:50:34
1265,77316369,2024-10-19,16:34:00
3713,78570447,2024-05-25,00:09:27
4523,48647400,2024-05-16,23:10:51
5427,33218511,2024-08-06,12:41:21
4079,29012610,2024-12-09,07:44:01
5687,91908429,2024-02-10,08:57:51
3936,22154808,2024-07-16,13:38:43
4420,90849378,2024-11-28,14:57:01
1330,25241829,2024-11-02,11:09:38
5834,33847104,2024-04-03,09:33:55
2713,56408076,2024-03-24,09:57:09
5046,65254221,2024-09-07,04:10:25
4746,59038221,2024-03-12,06:48:29
2457,79288395,2024-08-03,23:39:54
5264,24807486,2024-06-18,22:19:39
3447,45130698,2024-05-21,12:24:11
5784,64321044,2024-01-14,21:02:50
5044,68793456,2024-08-28,08:19:05
3999,37502112,2024-12-29,18:40:33
3880,29655966,2024-05-21,12:44:13
4776,84627162,2024-02-17,02:01:42
3272,29814474,2024-01-28,14:44:01
5302,34646637,2024-08-08,01:06:18
2211,95970585,2024-04-22,19:48:59
5743,41404206,2024-02-17,21:38:12
1711,34208409,2024-12-21,15:11:31
2118,74920101,2024-10-18,22:40:54
3031,48137688,2024-05-25,21:48:34
1312,38174994,2024-02-25,20:38:48
2433,26622558,2024-05-26,20:39:00
4851,22345173,2024-01-02,06:49:42
4005,31341279,2024-01-22,11:33:51
1921,48839319,2024-06-04,21:42:21
2217,34660623,2024-02-16,09:54:40
1325,87574323,2024-09-08,04:56:26
4459,34934127,2024-09-15,10:37:44
5398,64261992,2024-12-28,11:52:16
1712,43560381,2024-07-10,16:31:32
2353,71437587,2024-05-09,03:37:16
3927,90458547,2024-11-17,15:35:22
5841,53721210,2024-08-24,06:34:42
1569,84098025,2024-04-12,10:21:42
1426,42289986,2024-04-20,18:11:50
3829,33320298,2024-11-09,18:33:47
4849,26771742,2024-02-27,04:00:02
3250,77614737,2024-09-10,06:35:12
3880,20723574,2024-07-15,05:01:09
1631,65756163,2024-05-30,17:50:00
5979,71352117,2024-04-09,15:41:19
2691,69787239,2024-10-22,04:57:52
5642,86713407,2024-05-12,01:51:32
3534,68319486,2024-11-08,05:26:29
4231,41749194,2024-07-19,12:01:51
1011,31373136,2024-11-14,12:23:56
2712,20394126,2024-02-04,17:45:01
5283,63007914,2024-03-21,21:00:07
5738,45262788,2024-01-28,02:58:52
1710,24456282,2024-08-01,22:45:57
1210,61954302,2024-06-24,00:34:50
2994,60913122,2024-08-20,00:09:46
2669,85979919,2024-10-14,23:14:29
5058,91380846,2024-10-21,04:04:42
5099,23198319,2024-08-26,17:25:44
3386,82450785,2024-03-03,23:10:37
4512,91411149,2024-04-02,17:53:21
1376,26637321,2024-04-25,11:12:15
5136,37765515,2024-02-20,14:21:08
4512,97865688,2024-06-11,05:11:30
5741,50517639,2024-12-22,01:14:26
5130,76825305,2024-05-11,06:31:33
2858,75501297,2024-05-16,08:29:13
2047,73160196,2024-02-12,00:06:09
1342,71177292,2024-08-15,23:30:40
3448,82370754,2024-11-11,00:38:49
5854,55552599,2024-03-10,13:54:10
2253,70761597,2024-04-11,14:29:31
4502,93030417,2024-05-12,09:03:59
2121,66610863,2024-04-20,22:30:52
4438,71673018,2024-06-13,22:55:05
5219,62815995,2024-08-22,20:23:33
1306,88443786,2024-09-20,07:29:25
4057,66827646,2024-06-29,18:48:47
4936,57725868,2024-04-25,03:12:58
3089,20825361,2024-08-21,00:03:00
5077,79052964,2024-02-28,18:22:04
1937,68443029,2024-07-20,23:47:24
3641,96060717,2024-05-07,06:35:23
2273,81820638,2024-03-12,11:09:50
3916,29780286,2024-07-20,14:00:28
3448,61722756,2024-10-24,05:55:44
5780,22415880,2024-02-27,09:05:11
3215,35971422,2024-04-09,16:41:42
